sample_id,defect,modality,is_clean,failure,present,localized,repair_ok,evidence_element,raw
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s9__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,True,False,True,title text,"{
  ""present"": true,
  ""evidence_element"": ""title text"",
  ""evidence_region"": ""top"",
  ""fix"": ""Adjust the font size of the title to match the font size of the subtitle."",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s9__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,True,True,True,Microscope image of silver-coated silica microspheres (9µm diameter),"{
  ""present"": true,
  ""evidence_element"": ""Microscope image of silver-coated silica microspheres (9µm diameter)"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the font size to be consistent with the rest of the text."",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s9__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,True,True,shp8,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp8"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of 'shp8' to match the font size of 'shp6'"",
  ""confidence"": 0.9
}
```"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s9__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,True,False,True,shp8,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp8"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of 'shp8' to match the font size of 'shp6'"",
  ""confidence"": 0.9
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s16__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,True,False,True,Johnson & Johnson logo,"{
  ""present"": true,
  ""evidence_element"": ""Johnson & Johnson logo"",
  ""evidence_region"": ""bottom-left"",
  ""fix"": ""Move the logo within the safe margin."",
  ""confidence"": 0.95
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s16__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,True,False,True,False,True,Group 1* text box,"{
  ""present"": true,
  ""evidence_element"": ""Group 1* text box"",
  ""evidence_region"": ""center"",
  ""fix"": ""Move the text box slightly to the left"",
  ""confidence"": 0.9
}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s16__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,True,True,True,shp12,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp12"",
  ""evidence_region"": ""left"",
  ""fix"": ""Adjust the text box to ensure it is fully within the slide's safe margin."",
  ""confidence"": 0.95
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s16__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,True,False,True,shp12,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp12"",
  ""evidence_region"": ""left"",
  ""fix"": ""Adjust the text box to ensure it is fully within the slide's safe margin."",
  ""confidence"": 0.95
}
```"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s16__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,False,True,shp8,"{
  ""present"": true,
  ""evidence_element"": ""shp8"",
  ""evidence_region"": ""right"",
  ""fix"": ""Adjust the image position to ensure the entire chart fits within the slide margins."",
  ""confidence"": 0.95
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
82fc6f07bed52bb8c371cc82eca7cb67-Marnix_van_Looc__s16__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,True,False,True,shp8,"{
  ""present"": true,
  ""evidence_element"": ""shp8"",
  ""evidence_region"": ""right"",
  ""fix"": ""Adjust the image to fit within the slide boundaries."",
  ""confidence"": 0.95
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,True,True,Compact Coronagraph,"{
  ""present"": true,
  ""evidence_element"": ""Compact Coronagraph"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the text box size or reposition the text to fit within the slide boundaries."",
  ""confidence"": 0.9
}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,False,True,shp132,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp132"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reformat the text to fit within the box."",
  ""confidence"": 0.9
}
```"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s0__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,True,False,True,shp3,"{""present"": true, ""evidence_element"": ""shp3"", ""evidence_region"": ""bottom"", ""fix"": ""Adjust the position of shp3 to avoid overlap with shp16"", ""confidence"": 0.9}"
5aed46f009ac84854c5c1cebd08f867d-DASH_Presentati__s2__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp131,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp131"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reformat the text to fit within the box."",
  ""confidence"": 0.9
}
```"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s0__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,True,False,True,shp14,"{""present"": true, ""evidence_element"": ""shp14"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of shp14 to ensure it does not overlap with other elements."", ""confidence"": 0.8}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s0__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,False,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the positioning of shp3 to ensure it does not overlap with other elements."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s0__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,True,False,True,Aurora Research hboard,"{
  ""present"": true,
  ""evidence_element"": ""Aurora Research hboard"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the positioning of the text to ensure 'Research' and 'hboard' are separated."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s0__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,True,False,True,SDG Research Dashboard text,"{
  ""present"": true,
  ""evidence_element"": ""SDG Research Dashboard text"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the positioning of the 'SDG Research Dashboard' text to ensure it does not overlap with other elements."",
  ""confidence"": 0.9
}"
fa4cffb65fe50e0f7177efdcb72b7ffb-2022-11-16_USR___s0__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,True,False,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the positioning of shp3 to ensure it does not overlap with other elements."",
  ""confidence"": 0.9
}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s20__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,[shp6],"{""present"": true, ""evidence_element"": ""[shp6]"", ""evidence_region"": ""bottom-right"", ""fix"": ""Move the text to align with the baseline of other text elements"", ""confidence"": 0.8}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s20__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,True,True,[shp4],"{""present"": true, ""evidence_element"": ""[shp4]"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of [shp4] to align with the baseline of other elements"", ""confidence"": 0.8}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s20__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,True,True,shp4,"{
  ""present"": true,
  ""evidence_element"": ""shp4"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Adjust the position of the shape to align with the baseline of other elements."",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s15__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,True,False,True,conference date,"{""present"": true, ""evidence_element"": ""conference date"", ""evidence_region"": ""bottom"", ""fix"": ""Adjust the font size to match the rest of the text."", ""confidence"": 0.8}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s20__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Move the text to the center or adjust the slide layout to align it properly."",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s15__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,True,False,True,Evaluation of light-cell interaction,"{""present"": true, ""evidence_element"": ""Evaluation of light-cell interaction"", ""evidence_region"": ""top"", ""fix"": ""Adjust the font size to match the rest of the text"", ""confidence"": 0.9}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s20__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,"Data, selective/misleading reporting/interpretation Data or information omitted/misreported to mislead/fit a theory, desired outcome","{
  ""present"": true,
  ""evidence_element"": ""Data, selective/misleading reporting/interpretation Data or information omitted/misreported to mislead/fit a theory, desired outcome"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the horizontal alignment of the text to align with the rest of the column"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s15__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
f84df5643d99a205e6b6508baea351a5-GONNET_Research__s20__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,"Data, selective/misleading reporting/interpretation Data or information omitted/misreported to mislead/fit a theory, desired outcome, etc.","{
  ""present"": true,
  ""evidence_element"": ""Data, selective/misleading reporting/interpretation Data or information omitted/misreported to mislead/fit a theory, desired outcome, etc."",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the horizontal alignment of the text within the oval to align it pr"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s15__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,True,False,True,[shp5],"{""present"": true, ""evidence_element"": ""[shp5]"", ""evidence_region"": ""center"", ""fix"": ""Change font size to 10.0pt"", ""confidence"": 0.9}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s0__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s0__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s15__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,False,True,shp5,"{
  ""present"": true,
  ""evidence_element"": ""shp5"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of 'shp5' to match the font size of 'shp2'"",
  ""confidence"": 0.9
}"
d605f14c1b4fad94d3f148b06071b2c2-ChipScope_nanoF__s15__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,True,False,True,[shp2],"{
  ""present"": true,
  ""evidence_element"": ""[shp2]"",
  ""evidence_region"": ""center"",
  ""fix"": ""Change the font size of [shp2] to match the font size of [shp5]"",
  ""confidence"": 0.9
}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s0__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,False,False,True,False,True,orange line,"{
  ""present"": true,
  ""evidence_element"": ""orange line"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Remove the orange line or adjust its position to stay within the safe margin"",
  ""confidence"": 1.0
}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s0__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,A,True,False,True,False,True,orange line,"{
  ""present"": true,
  ""evidence_element"": ""orange line"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Remove the orange line or adjust its position to stay within the safe margin"",
  ""confidence"": 1.0
}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s0__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,False,False,True,True,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""top-left"",
  ""fix"": ""Adjust the text box position to ensure it is within the slide's safe margin."",
  ""confidence"": 0.9
}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s0__G6_MARGIN_VIOLATION,G6_MARGIN_VIOLATION,C,True,False,True,False,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""top-left"",
  ""fix"": ""Adjust the text position to ensure it is within the safe margin."",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s19__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s19__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s19__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,True,False,True,Remove 'collectingDate' annotation,"{
  ""present"": true,
  ""evidence_element"": ""Remove 'collectingDate' annotation"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Remove the 'collectingDate' annotation from the dialog box"",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s19__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,True,False,True,Remove 'collectingDate' annotation,"{
  ""present"": true,
  ""evidence_element"": ""Remove 'collectingDate' annotation"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Remove the 'collectingDate' annotation from the dialog box"",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s19__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,False,False,shp274,"{
  ""present"": true,
  ""evidence_element"": ""shp274"",
  ""evidence_region"": ""center"",
  ""fix"": ""Ensure that the images are properly aligned without overlapping."",
  ""confidence"": 0.9
}"
e2a0cf43198139db4030e2c99d1cc023-training_materi__s19__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,True,False,False,shp274,"{
  ""present"": true,
  ""evidence_element"": ""shp274"",
  ""evidence_region"": ""center"",
  ""fix"": ""Ensure that the images are properly aligned without overlapping."",
  ""confidence"": 0.9
}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s22__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s22__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"```json
{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}
```"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s22__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,True,True,True,shp209,"{""present"": true, ""evidence_element"": ""shp209"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the text box size or reposition the text to fit within the box."", ""confidence"": 0.9}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s22__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,True,False,True,shp209,"{""present"": true, ""evidence_element"": ""shp209"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the text box size or reposition the text to fit within the box."", ""confidence"": 0.9}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s10__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,shp7,"{""present"": true, ""evidence_element"": ""shp7"", ""evidence_region"": ""bottom-left"", ""fix"": ""Move the image to align with the baseline of the text in shp9"", ""confidence"": 0.8}"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s22__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,True,True,shp209,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp209"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the text box size or reduce the font size to fit within the slide boundaries."",
  ""confidence"": 0.9
}
```"
a8dc2d0260a44588030f8fc0aed227f7-Alter-FAIR_Voca__s22__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp210,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp210"",
  ""evidence_region"": ""bottom-right"",
  ""fix"": ""Adjust the URL text to fit within the box or increase the box size."",
  ""confidence"": 0.9
}
```"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s10__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,shp7,"{""present"": true, ""evidence_element"": ""shp7"", ""evidence_region"": ""bottom-left"", ""fix"": ""Move the image to align with the baseline of the text in shp9"", ""confidence"": 0.8}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s10__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,False,False,True,False,True,left y-axis label '0.45',"{
  ""present"": true,
  ""evidence_element"": ""left y-axis label '0.45'"",
  ""evidence_region"": ""top-left"",
  ""fix"": ""Move the y-axis label slightly to the right to align with the axis."",
  ""confidence"": 0.9
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s10__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,A,True,False,True,False,True,y-axis label on the right side,"{
  ""present"": true,
  ""evidence_element"": ""y-axis label on the right side"",
  ""evidence_region"": ""top-left"",
  ""fix"": ""Move the y-axis label to align with the left side of the graph"",
  ""confidence"": 0.9
}"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s10__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,False,False,True,False,True,shp2,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp2"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Adjust the vertical alignment of the title to align with the baseline of the text below."",
  ""confidence"": 0.9
}
```"
eaecf2fcda285772d0c4e86d9af3fd83-Peer_review_sur__s10__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,C,True,False,True,False,True,shp2,"```json
{
  ""present"": true,
  ""evidence_element"": ""shp2"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Adjust the vertical alignment of the title to align with the baseline of the text below it."",
  ""confidence"": 0.9
}
```"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,False,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 0.0
}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 0.0
}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,B,False,False,True,False,False,shp3,"{""present"": true, ""evidence_element"": ""shp3"", ""evidence_region"": ""center"", ""fix"": ""Set font size to 34.2pt"", ""confidence"": 0.9}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,True,False,False,False,False,,"{
  ""present"": false,
  ""evidence_element"": """",
  ""evidence_region"": """",
  ""fix"": """",
  ""confidence"": 1.0
}"
d7f4b97aef5b99bf6c1a76435deeb1e7-2023-08-31_Atel__s8__G4_FONT_SIZE_INCONSISTENCY,G4_FONT_SIZE_INCONSISTENCY,C,False,False,True,False,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""center"",
  ""fix"": ""Set the font size of 'shp3' to match the title font size or adjust the title font size to match 'shp3'."",
  ""confidence"": 0.9
}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,False,False,True,False,True,shp15,"{""present"": true, ""evidence_element"": ""shp15"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the box size to fit the text within the slide boundaries"", ""confidence"": 0.9}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,B,True,False,True,False,True,shp15,"{""present"": true, ""evidence_element"": ""shp15"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the box size to fit the text within the slide boundaries"", ""confidence"": 0.9}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,False,False,True,True,True,shp8,"{
  ""present"": true,
  ""evidence_element"": ""shp8"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the text box width to accommodate the full text without overflow."",
  ""confidence"": 0.9
}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,A,False,False,True,False,True,Variations in bioinformatics tools can intro,"{
  ""present"": true,
  ""evidence_element"": ""Variations in bioinformatics tools can intro"",
  ""evidence_region"": ""center"",
  ""fix"": ""Extend the text box or adjust the slide layout to accommodate the full text."",
  ""confidence"": 0.95
}"
8fd5703baaf32e0cc0b27e4898c17a43-2022_10_21_Targ__s1__G1_TEXT_OVERFLOW,G1_TEXT_OVERFLOW,C,True,False,True,False,True,shp8,"{
  ""present"": true,
  ""evidence_element"": ""shp8"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Adjust the text box height or reformat the text to fit within the box."",
  ""confidence"": 0.9
}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s25__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,False,False,True,False,True,text 'Plug in or sealing o',"{""present"": true, ""evidence_element"": ""text 'Plug in or sealing o'"", ""evidence_region"": ""center"", ""fix"": ""Move the text to a separate line or adjust the layout to prevent overlapping with the image."", ""confidence"": 0.9}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s25__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,A,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 0.0}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s25__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,False,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s25__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,B,True,False,False,False,False,,"{""present"": false, ""evidence_element"": """", ""evidence_region"": """", ""fix"": """", ""confidence"": 1.0}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s25__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,False,False,True,False,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""center"",
  ""fix"": ""Adjust the position of the text box to prevent overlap with the image."",
  ""confidence"": 0.9
}"
65b9f618e026be90484c974a204ae812-04_Ivanovic_Mla__s25__G2_ELEMENT_OVERLAP,G2_ELEMENT_OVERLAP,C,True,False,True,False,True,shp3,"{
  ""present"": true,
  ""evidence_element"": ""shp3"",
  ""evidence_region"": ""bottom"",
  ""fix"": ""Adjust the position of the text box to prevent overlap with the image."",
  ""confidence"": 0.9
}"
ad0aaf0547329b0a1dcf9a138241d6ea-GenOAWeek2021_2__s15__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,False,False,True,False,True,[shp2],"{""present"": true, ""evidence_element"": ""[shp2]"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of [shp2] to align with the baseline of other text elements."", ""confidence"": 0.8}"
ad0aaf0547329b0a1dcf9a138241d6ea-GenOAWeek2021_2__s15__G3_ALIGNMENT_OFFSET,G3_ALIGNMENT_OFFSET,B,True,False,True,False,True,[shp2],"{""present"": true, ""evidence_element"": ""[shp2]"", ""evidence_region"": ""bottom-right"", ""fix"": ""Adjust the position of [shp2] to align with the baseline of other text elements."", ""confidence"": 0.8}"
